name,image,class,class type,subclass,magic,tags,durability,strength,range,arrows,defense,defense_upgrade_lvl1,defense_upgrade_lvl2,defense_upgrade_lvl3,defense_upgrade_lvl4,bonus,description,selling_price,bonus_set,upgrade_1,upgrade_2,upgrade_3,upgrade_4,armor_upgrade,where_to_find,notes
Savage Lynel Sword,BotW_Savage_Lynel_Sword_Icon.png?version=0f6f11b6ce50b0dce88a30ae8fbbebf7 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/WwJs9BUJruAiKoauH-28sw/UHB7QyCNb9X3U5u5c63cI9ZKp0gq4Uud7A9Zkz-1PPirEObnbztwb3G2fKa41dR3kkV8mf9meDmQxwTKkHMBNL7F3H10cQ_Zucc-0Rh1nEM_WVgIak863fgBTMBAmKTVZneI8KC_VbuR7BFisLInFB-N35hrfCuTJSjMcAn87MCfseLVF58X19iBuJm7L1nz/vlJQtAB0OGl4Mxr9btX2NDurlU3xb7LSMvwafkYHcR0),Weapon,Sword,Light,No,,41,58,,,,,,,,,"A brutal sword carried by white-haired Lynels. The savage blades are strong enough to cut down any foe, no matter how strong.",,,,,,,,,
Scimitar of the Seven,BotW_Scimitar_of_the_Seven_Icon.png?version=39c7215ff09867acd709e124eba121d7 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/fTmR069pSaw4xYoTfLcZmg/UrdFUMjby4dF_7AxUeTWgGF-yizKm5w2YYFODF3Q6WaHXgslgbKgqOoQfNOJdMOI-bKP5GUwjzearX2jANYzg518awSPn3mJGRozx5YSksFcTvWU73Qb8d76W4S_0MQA9LHxAJmLsLC8VGU3ZKvHopYvCLiKU6vupsTHDeMtvVHx0DtFiAqwIZtEdTlotaoW/iGqde2BZ0wYy7EC0ZDEhwT8gbIBlKyZcjmvOOJeS4NM),Weapon,Seven,Light,No,,60,32,,,,,,,,,"A famous sword once beloved by the Gerudo Champion Urbosa. It is said that when Urbosa swung this sword in battle, her movements resembled a beautiful dance.",,,,,,,,,
Sea-Breeze Boomerang,BotW_Sea-Breeze_Boomerang_Icon.png?version=f7beb9543d7cda9b7f395ab0fda8a741 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/eg5rdq8d_XR7C1138Wubzg/AkpW62aVG6lhkDLDfmdaWEBJfQ9GOR_BeKb71JX1ZH44nmArWNqUgSwxHd6sFssVq25PQ8SH45Vx9ieGOBBKVlYTonYtoXGUHRpP2lMXsLffqmryMLTvfXHytQ55BDv23otFcPeoQVauNgl737CAzpEhogXzAr2TErj-65zRXZAYz6pjYWHKx4l-5V6A0f50/H_iMWBiB7MKcm_R7s6KYqLqJHbGmIXMTGGE1cdX2nbM),Weapon,Boomerang,Light,No,,20,20,,,,,,,,,A boomerang said to have been used by a hero who traveled the Great Sea. It smells faintly of salt water.,,,,,,,,,
Soldier's Broadsword,BotW_Soldier%27s_Broadsword_Icon.png?version=5a35cd4fbc618ce69ceb7b7fa077db14 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/ZXNDyPIciMKaszE7YZRs4w/XmMblBPbfGmmNAsp9p9WLcO-7I2ivkuJU1eyZS-C5fAlsMqGG5x5svs8hI651t1_Di5fb_dw1FNEep8dAgMvd5SmWJXqWwoqSa551TCZtpMPLmutgGlgqBxS38t1pfDfOdVklptdKm6M9y9PdCDspZdhgqHys-EVYDIo0uZBvdVa1if4vaH8YEG6TuBhVomh/L9W-bjzHqBmnKNsqnSet9rfYX2LkikilMNQioIb3_Bw),Weapon,Sword,Light,No,,25,14,,,,,,,,,A sword brandished by the soldiers who once protected Hyrule Castle. Its durable blade is well tuned for slaying monsters.,,,,,,,,,
Soup Ladle,BotW_Soup_Ladle_Icon.png?version=e8a25aca42519b8484875f883ae956b2 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/FDZOX7ABXKhoovzMmvbQ9g/EzmtIxiGBl3j3ygKNY787aR-VVP4fenZAee7ralExWmRs9M8WcAHh6MBgi4jeEVp61A8U0SeVOUAbk5oCtDt-VsgKzAjeXwGgZVuvYE-VfdaMUxsLTWwD78Sv3WgnDHvjb33Qgvk9j7lHBkRBNuT8PWsuS_zHuEGZUZ7HczbwJw/i42AI8YAosNpMV3Tww2dkeUa32UqV8NZjcxuPzfl5qo),Weapon,Improvised,Light,No,,5,4,,,,,,,,,"A kitchen implement often used for serving delicious soups. It was carved from the wood of a sturdy tree, so it actually packs quite the wallop.",,,,,,,,,
Spiked Boko Club,BotW_Spiked_Boko_Club_Icon.png?version=ace125cb6582c41b6e99a39429e4b266 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/Jt-Z-oSxbjJaWcX1hGqu4Q/Phhe_BolAByxnZbRcBQZCDAWT-SqTKohFUcPWFUp10q9QGM19KHIwwpxshlx8_eoaiS43BgPzi5uQ4LxDTR7hb5SZhyU5SniSV27ydYFvDYcbewKMDd-ztIkZMIWr3gANAyNtbC5DpFQva4W8WpaiEpWiJhzRCITIQc8pKNn9h9eVR5y6tF49bLyXp8D9kfX/vNwV21tWjr1EbSOPyeZstWCE7qIyPfSbjC01JVuxIsM),Weapon,Club,Light,No,,14,12,,,,,,,,,A reinforced Bokoblin club made to maximize damage. The sharpened bones jabbed into it make it a brutal weapon.,,,,,,,,,
Spring-Loaded Hammer,BotW_Spring-Loaded_Hammer_Icon.png?version=65d5ee542164fa03bb0d1b59192fd0cd (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/rsM7Uivni7m-ueyc5aedmQ/Mh-RnDOuaOKGD0ZEyZ3v8fWzj99kHvo45tfTahQPwi6Gu6qRTYsFOu2XdBAmM9n2Gss2EWaW6mmsvyD5z1lYxdQRNw1IjSwrLZMh33G3W-iAr5cADuXxIBbv1lwFn3OQNXxgjetKCzEmjmGBV6FJOrERXzMYcHBxHCoTIFv_MU8NRlpkKuMDt02Ycf4gRyz0/L76ZeQUMm31TlQPJdPyw2HpF618_F_BH1woKuUorZU0),Weapon,Hammer,Light,No,,80,1,,,,,,,,,"This strange hammer is one of Kilton's specialties. Being struck by it doesn't hurt much, but the fourth swing in a string of attacks will send the victim flying.",,,,,,,,,
Sword,BotW_Sword_Icon.png?version=5695e3e809597b52e183a9d4de4b9da1 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/0UywWOABMQNEEQYhLs6jmw/sA9VkDeB8rLH58Em-KZCU2i45qGlzUYCcBf4sa5VqXsg0rXLiHOFkC3vb9BAUcGzODVtLs_ZXN3xenEAsHzTVH_5rFPgVDjnxb2-LPJCp39OyG7zoLCOx2PbKnpQe-OrvP9RnkLFFkfeb3xVPfLm3j0pxY5jKh_rm9z7M6pMjg8/vPMvZQaEsrAtqKkdK0PY24iESVVcBWz8h6tI4WnwFNc),Weapon,Sword,Light,No,,27,22,,,,,,,,,"A sword once wielded by a hero in an ancient age. When grasped, a strange sense of nostalgia washes over you. Take it when going alone would otherwise be dangerous.",,,,,,,,,
Thunderblade,BotW_Thunderblade_Icon.png?version=aa49cf3bc603ecaa73512b3c88923c33 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/8eHIQfTHPOqf-tm3DvI3GQ/cbZGJatt4TzPa5UOnKDPYcofQ8zXHICrZBJsEa1cYTND1W782_S1Xi86If9ywjWy_nftwozngOR8vy4BMscovGQbZb6ZcaT6wfY0IB_LkAvt1sA4-Z2AL2CUvF2_GIuAbkE-y7YYIncmgTzo0Z57OQf9pCv8QkP6GnifFrTwjA4/6C3ZkVeYa59yRn_8KsiOF8yFtn4kFEi9iQQZkfHktWU),Weapon,Sword,Light,Yes,,36,22,,,,,,,,,"A magical sword forged and refined by lightning from the Hyrule Hills. When the blade shines with a golden light, it will electrocute enemies struck by it.",,,,,,,,,
Thunderstorm Rod,BotW_Thunderstorm_Rod_Icon.png?version=5672a56eca0fa8e4eed4402169ee7935 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/YCHb76oB2-0B-rpOB9lIgQ/l0eeAJ-piUe1UVcgvrigcJSE_Hy3cITpDJNeAkV8KSwptxs8lckwTOR-k2tCKVIY1ElRnvIYSDF-y4iaeQm7TLiQONuu84obzQi0WM6HUppB4GBBwZDTosn08fJh9F3GiaKjq_6560vhVacEG4q3praZwHVL_JGX2L-UQ_87ce8Dhvrt0N8BfWl9tOxJ-IqU/hQ-QuZIyvdA8Dhn6jQTfeXT_IQC4-LHyUfei9Xr-AZ4),Weapon,Rod,Light,Yes,,32,10,,,,,,,,,"A magical rod that can hurl three balls of electricity at once. Its gem contains electricity from the Hyrule Hills, and the rod will break when that electricity runs out.",,,,,,,,,
Torch,BotW_Torch_Icon.png?version=f50b8e0346a6b03bcd240ef643b1a926 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/Y_IXjRy5DtF8dHGuOTtNLQ/zPVDoiZ6v56iHEVSuSGtXmFTzeRqoPcyklWoQ9c_tL-BC4sqYoL6MPsbz_bqRcvvzsri8iZChqJegPbCOgqJDUU3xNDGzJijSC-nC3u4y6w498RjUz4cNspcvUjHdZGrD_OgEvyumlIL6uUEgpW693JXaof4AucqOHi-QwsTy38/vZYMNH8Mob7_BQGBmkWoR_B4fWwMAH4A42n_hI_XaIM),Weapon,Improvised,Light,No,,8,2,,,,,,,,,"This torch will stay lit once ignited. If you put it away, the flame will be extinguished until you light it again.",,,,,,,,,
Traveler's Sword,BotW_Traveler%27s_Sword_Icon.png?version=f6f5303a0ce68188aba07b8a8f90fdfc (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/fDUlGi7fElbZCIQjCWlonQ/BEbLLR_Cpumxea1UDrZnto1sVU-A5evvuZVggK-TfanL_3QMXR4X2LHZOeHXrxOj-erE2uvT5j7b7guMECF6zdjKGLqvYW5bbBXoKJop00yV4ZGn6oh3ijmSDh6k59xzYAso2EdNAHOLermKmbO6iE9Gvt95bq5z4esUKO2LDgxnD64QDydSz-DSb2i7BOIH/rXLxe8RS5SZV6gYXA9Y5N6xfzeVdPfuc5Kg3P1nwTOY),Weapon,Sword,Light,No,,20,5,,,,,,,,,"A very common sword often kept by travelers to fend off small beasts. It's fairly durable, but a bit unreliable against monsters.",,,,,,,,,
Tree Branch,BotW_Tree_Branch_Icon.png?version=8be33a6c8bc983d1998baf0fbb99ff63 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/AuohWgkOdLbVadeqiDKFNg/hE-4pMGEwo8oTMQ5y-YvWEc_Fo9SutZpyweClHl-mokFHTHQGBauP0liYo7MxR8ULwRUbZ84GxmYC1uUy9xYXTRnFqF1u4cNXY4oN5B4aFFjY2miWkCbyRssw5h0lHRn0tnoB2KMx9FEiTVuC2fZT-waDjRhHQYFhlPcJYtUMdI/mdXGuNen1NN-tu8nG1B61-EX3xt2Zl7pSmvx8VMiPH4),Weapon,Improvised,Light,No,,4,2,,,,,,,,,"Wooden branches such as this are pretty common, but it's surprisingly well-balanced. It doesn't do much damage but can serve as a weapon in a pinch.",,,,,,,,,
Vicious Sickle,BotW_Vicious_Sickle_Icon.png?version=2a2c8746121c25a24218bdd05dc25c16 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/gYV1oqO8e7-Q24H5wDJ92Q/xLqt6GX9MJuq__i2cmfbQhrZ9pxjznfjauPiVWKEJIC81lP4yUvbJcYl2BguMjHSuyKnDNKbLrNMsfWyGmB454q-kTY3MI_xoVMJLJnaYBTCDqPpT2Zg0urvti5dFjE5JiI7hHlPAo0JRTAENIzdySQ7Q-pNGQu05J2Zbxd22f0/XTEaygiDzcRhxL5-4bPVAcuDEql2VxG2VvORwCRsJ8U),Weapon,Spear,Light,No,,14,16,,,,,,,,,A grim weapon favored by the Yiga. The half-moon shape of the blade allows for the rapid delivery of fatal wounds and serves as a symbol of their terror. Its durability is low.,,,,,,,,,
Zora Sword,BotW_Zora_Sword_Icon.png?version=db65870b1a4abce13289d05da32ec3ca (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/sMC7THYYoHihiAujRmrxMA/QqcJU7Gu7fXQTIln5_1m8MyfP4TOenh9DG3kCgMAxIgSyRvo91EbyxCTe_DRIdk1loI8i7bnJuLJH3QxKIHvHNv_2V7O69G3oqsZy-dSlaDDJEFAYi-TSZgMLt08Z-xvcR8EMSgPgB_Rg0iitDpZPJWhszF4YVc_QmqwFpOn37A/NKAnfEdoh_Vi3yBIYsn76eLwk0msRgiG0qlmwVYOliE),Weapon,Sword,Light,No,,27,15,,,,,,,,,The ornamentation that adorns this blade is a traditional Zora design. It's forged from a very durable and rust-proof metal.,,,,,,,,,
Ancient Battle Axe,BotW_Ancient_Battle_Axe_Icon.png?version=7081c1dd82cb5f0876e945fe7a2a41b1 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/4MWExFMToGeiBMRnw7oQMA/QObiLpt7V8Jg8RijUQScbwPWPHk2snqolhjiwvwVqVJIJpeXBx3KTUM9zs2KXEOmUaZUSDxJByB1PsUIMmY78cFE8ndKvFc0HdmuAGx-C8OaJPlKSRdHaFhVJTvVMCL-659KuYmA_6jJrsq41bYVqBscanswxs7_7tuIMXtEK4Es8CPSetGrQY4vz1PR-9Qp/OHw3XcScSE8O8YNSTVGRcp0bR00E5v8tnK0LqeZnCuU),Weapon,Axe,Heavy,No,,15,30,,,,,,,,,"A weapon used by Guardian Scouts. Its unique blade was forged using ancient technology. Although powerful, its unusual shape causes it to break easily.",,,,,,,,,
Ancient Battle Axe+,BotW_Ancient_Battle_Axe%EF%BC%8B_Icon.png?version=cd565f08fb8ba1ecb2a91e33e429d564 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/lOT7j3_TYEJ649gGHSIPKg/9AKbh_-onqUXlDON-SWt-Znox2XxVZW_ln35W8Xn4oBgc7uJauJxvcCDegm2d5mkneilJ9Lz4JshoNhPooAgdeKvhXEUw8mrF4Fr-lhWYbVVF_k7dJkR-JWcT6s5R2H2ci7cGjEltCQTTngIKAGedReM1E88FO9Yke2ahGDZpoNHFzAXNqNiJ7f1fxfK5BE9/cMefG-DuD-IS8sZx6CRvg4RQjldSfqk6wnxxoybez8g),Weapon,Axe,Heavy,No,,20,45,,,,,,,,,"This ancient battle axe's damage output has been increased to maximum. It's sharp enough to cut through almost anything, so it may have been used to forge new routes.",,,,,,,,,
Ancient Battle Axe++,BotW_Ancient_Battle_Axe%EF%BC%8B%EF%BC%8B_Icon.png?version=9a0dbdb3a16291d0c9f1a9256564c1ee (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/n_jCMpevhCQQUQmaGslEJA/Ws8mKYpphF0HTetPsfAeVjHX9XrTfKW3PjEtJxggkXBzHls9sdQOaSUF-Kjv8q5hkYy-5nMeJOXkzwTaHQJ_bysjUaRZyw68fUWCJOdjKb1lVfte45VcaWrhVb8oEbRkAaT1AoCgPN34sJLtJXPXWKT9kHe6nKkYL3CXAUG9gXyBLqts1iQPcSFzduxV3tVySK_ldZUAbzzhu-phcqy4bg/Nc8mLrpc7i2X9GIejdVfc8qP-X-eDfBCOwMlK1Pv070),Weapon,Axe,Heavy,No,,25,60,,,,,,,,,This ancient battle axe's damage output is scaled up to peak performance. Ancient technology makes it possible to enhance cutting power beyond metal weapons' limits.,,,,,,,,,
Ancient Bladesaw,BotW_Ancient_Bladesaw_Icon.png?version=838f6b62ad17e1b59d9e93b77e7de7c4 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/lzPsDI_aBiF9fa-GYaWikQ/O94-jOpxD_QnrcsMIzqslqHzVZFLgDXlbYaZTdr-HBvjPX1VujLfHyB9Gru01yOmd-9Dg1ySpSY64crvtiEBmWDRUkvJ7EXFGPuAxgQZI6vlHWGiaeZSTx4lCav1BcrMiTMIzWeFIq3BQsVYoDHdI0ETL1kIVwozLW48TNb3oXpp6-DzzhFiz37uby7fK9y8/Y33fZzS9pN7v1m_0lbxf8ryTapGxmccsXL5usLoFay8),Weapon,Sword,Heavy,No,,50,55,,,,,,,,,This two-handed sword was forged using ancient Sheikah technology. Its unique rotating blades give it impressive cutting power that will slice enemies to shreds.,,,,,,,,,
Biggoron's Sword,BotW_Biggoron%27s_Sword_Icon.png?version=6c3f0e41deb8975d2f08f0edd3a9644a (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/IQ1WVp--QWLydE_Lkx4n_g/P_wGAkZmyg1UkWbCEGKhME3k3ktPC990WTBdghhy1tPJ949vhSqkZRgVji5ls5nk_Trt8XpLsLqBSUmuAL742oqYu9I-tSiF5G2yOe6QxG2EEfYuP6MquPBJeHmMm0lng982EGwPDc8je4fjTIINCJ83t7SyAH4AH49untadD9WcUfjf8clo5XcYscDzq1AL/rLVGEKgsh-JZm17_fPNNZsLclqvCwsua8mI1uPhjmfE),Weapon,Sword,Heavy,No,,60,50,,,,,,,,,A legendary greatsword forged by a Goron craftsman for a hero who traveled through time. The exceptionally sharp cutting edge is a testament to the craftsman's mastery.,,,,,,,,,
Boat Oar,BotW_Boat_Oar_Icon.png?version=70d39413066ebec332ea787913772c85 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/NpyUgjbjBDNKqmtjka6H3w/IdNW2a7uZHHTJp1EuYCytbJsMZRddQj2yhhH4xkLLjzZ5aVokd3anV9B1JmfX1GzqIphbP_vrOE-IumcfB20qidDeVH0HiuAa1BEzBISGJ7itHsGLdeTqCynI6n6j_g6fY6LCaXU_13WOPAz5EsV1yXNGUxhZb31mkaWryo86qM/RgKkZz3kEgZsvDmzdQ-QJdbSC051Rp5CxZYGpAPyYZs),Weapon,Club,Heavy,No,,8,14,,,,,,,,,"Made for paddling boats, but it was made sturdy enough to fight strong currents. Maybe it's useful for self-defense in a pinch.",,,,,,,,,
Boko Bat,BotW_Boko_Bat_Icon.png?version=a6427c6aea8f08ca1898acd77958bc99 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/WdVcYJR4tN6sQku64p98Jw/lJIGLNNhyQ3YKPGA0IrZ-vTJlNYHzoOmthhujJm3Txd9Foz0wIMms4z9BSK1_hmlDisRzWjMpbYkwQs4_PccWi54iwN0bSZUiHpkEF0spMby3zb-eSsp8wnpxCeJM-X9fYYz8tXXhElo0W6gIm4yVIMZ27Fz4GOeOef7FYaCVqI/SpdD-lkrnAExLCn6N7MR8MRwINqNTKa2dBceliKvcW0),Weapon,Club,Heavy,No,,12,6,,,,,,,,,"A clunky club made by a Bokoblin. If you swing it at an enemy's shield, it may be able to knock the shield out of your foe's hand.",,,,,,,,,
Boulder Breaker,BotW_Boulder_Breaker_Icon.png?version=b8a83f288d3e3987666b3a30f464ad7c (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/bwVriTtF9DDrdShLsQ7LPw/CjbVf76kb5vWVDF5JYbewgjovW6-R4UcCO3WGR_G2z4qEL0hYJN2bsdYhqy7_oAyKtaaMYL4KSfljxbAbeeqcOnIIsQKp4W0kP2Xi8bpyynqEBo9VW3iJYH8kmHIxCmHSFUbJcPFbFfxHnQLoJUOuuAnQ9uQ07CnEYiFvLBjut0/_OslPCorDw05xryt0L8aBktpaDbqqCCm82Ki8-zusTI),Weapon,Club,Heavy,No,mining,60,60,,,,,,,,,"This two-handed weapon was once wielded by the Goron Champion Daruk. Daruk made swinging it around look easy, but a Hylian would need an immense amount of strength.",,,,,,,,,
Cobble Crusher,BotW_Cobble_Crusher_Icon.png?version=a057b4e03a4af9ec87c93d88f14d2b6d (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/vVwT3kYkMabhPETAoss9OQ/qEeCFONEEhZiWwjt_1z5okz9jz2pyPNRXJDcdCwUO4ZqH-M5W1ckvRyQivtZ3y046JL1Y3zsODrZUK6ygnJ_jIKHyItHYNRU6KcUqt7Rd1RMxTyrOBT2AjucoRkkwKojn0VDa6ueJ5bWF8HkVVa8M1A6bPXdqC-g8mtjGk9JZ_4/4Vi3nbkt9CJqvheX6qEsPEHyRoD8UpfwYtfJLj4Y6fI),Weapon,Club,Heavy,No,mining,30,15,,,,,,,,,"A Goron-made two-handed weapon. It's made from thick, hard metal and has no cutting edge, so it relies on its sheer weight to crush all opponents.",,,,,,,,,
Double Axe,BotW_Double_Axe_Icon.png?version=b54110808a36b1a8350fce8f0bbd9251 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/gWB7W7l6rqG1m7zJvyqGEQ/FCoWZpFDu5DuNXPJ8ggc8sPL1RT6FL7bhJEnfSBOZuzxc_6J8OI_hmVuec5Lj6ejwJ1q451PL89eENeKqqk3hEJjAJe6p2m0HeSUuZ9NCF0qsheV9TSFootptwwFLOa66IttIDuU6TGR0AN6L5s4aR4qz9nA2SUH7Tb4PH5DAwo/uWId3axmRi-jIZCi3BuOwYpQZdeMaC2UKJLrLGEn9Jk),Weapon,Axe,Heavy,No,,52,18,,,,,,,,,"This double-sided axe was designed with fighting in mind. It's a bit unwieldy, so it requires a well-practiced technique to use efficiently.",,,,,,,,,
Dragonbone Boko Bat,BotW_Dragonbone_Boko_Bat_Icon.png?version=cad4fe2be7f58307ffd138fc496bba23 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/i_LFz5mCD32UMW8FrVBqmQ/4ZeoduUbeaxQTmtFv95Ew7SnqQtD5LY-_L5BlELnSYnL9_-wjgPM9TnYI0WS8k5K_75DumQUg96F22JqCJtx1hmBj1Wspv9qIORfC8iSfxdhJYkqX4ccDx5KqjA8F9tzukciKf11zJkgxnr16docmwyCLuxO9W4JKHF7htlX_IXmsAOd76NMGqXGOQP_ANSj/9uJFKp_1rR5RyLKh3cW62eoKUGslbn4hYz_gth02tlk),Weapon,Club,Heavy,No,,16,36,,,,,,,,,"Used by only the toughest Bokoblin warriors, this Boko bat has been fortified by fossilized bone. It boasts a high durability and is strong enough to beat down powerful foes.",,,,,,,,,
Dragonbone Moblin Club,BotW_Dragonbone_Moblin_Club_Icon.png?version=8956ef6cd15dc6f0ced738321b97651d (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/6otb55C1fhj2GECzQZBAjg/po91CugfBRlkimwgjRcBQyP8XB_95YrhmFRPizLjw28m3hs4SArt3xFn0L2_g4UfZ9s33ck2J-1aErh7_bXXU_eppW6-myach5IdeioQupHTe8q2Cu5D-NVZ43uSat0uoE_28V-_OKbruAjReq1MGxAoV9VPUhysX7Zcey4dlUMAOSG6bUA1Jcjp4oGAJDnA/Muc-cjLiSNDnu_GAZonHSUPzRIvGT9JKhurPXlPwu4M),Weapon,Club,Heavy,No,,24,45,,,,,,,,,"The bone of an ancient beast has been affixed to this Moblin club, further increasing its damage. Moblins carrying these in battle are particularly dangerous.",,,,,,,,,
Drillshaft,BotW_Drillshaft_Icon.png?version=3947750c6f4bf14a7fb1da9a0bf9eeb4 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/laibI8YLJkxDKMAUzDPZCA/pBPzn991xPiMpclhE72pejlt8WVg6VAYLkXtNrwKhp2sryBE3hTMqQ63ezAJVEZTzOaFH25x5okF_ORTnw99DAowFFikDEIRn4fJcpKmarqiX3GDrwr5HyNK1TDPCcnEtOZVrpiur2RS_FSOaHERLzb_6XQwWpvuBXt4jb7eZYk/OV-PmIURMVz0sIF0fBtc2a-4o7o0ngaJgsNbDEb3h20),Weapon,Club,Heavy,No,mining,50,14,,,,,,,,,"Goron artisans used recycled metal to forge this weapon. The tip is made from an old excavation bore, which affords it unmatched piercing capabilities.",,,,,,,,,
Edge of Duality,BotW_Edge_of_Duality_Icon.png?version=8a131f77f277c47417363244f04f0ca7 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/4wDwk2BhC2PuXrppRe0I7g/4eDabXPsRPSBYA0-kJAUNSC3waoRrnD7G4TLs5k9dMtdu0B9Txzyk-g--c5jP_nAMkoHii9abZ2YUqZEhqQfoFYIEMlIsi-_PzjSggOkV4Gb6JPuTl_Q9QFkonn6HiDDzBuYTzafDC4essL-_4EfDxn-YKllrnKNfPWtfvF8Z1M/7_APlIwzY9hviZGuaLrwDQlFrnz1I_mf1yE24_UANdo),Weapon,Sword,Heavy,No,,35,50,,,,,,,,,A curious double-edged sword crafted using Sheikah technology. It was originally made for Hyrulean knights unfamiliar with single-edged blades.,,,,,,,,,
Eightfold Longblade,BotW_Eightfold_Longblade_Icon.png?version=2701ef5979693f5b26846775f38f47ea (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/3YAh2w-B_nQEJ988y6FMEg/wnUfMIhCkhkETDyk8wO4ARnS9TI9hY4pc6mUtbSfdN8hD8nY_0GoqH9L0US7Ag9RJg62HF-I1QAYhdXwKbn69VXtGO8KjiiLZOufNTiUuZiCFJwzzvdO2bnA6q0GV76cSGKwyVHUr2N0Tg__SkcTxFKU24l9G1yh_onPozbSZ1uhnsq4gNLKLmXqm8ve6zIA/9DiG3UNFkTX3d93qCiKsGBsECAvYul2_vNvEYlSfdQU),Weapon,Longblade,Heavy,No,,25,32,,,,,,,,,A single-edged sword seldom seen in Hyrule. This weapon is passed down through the Sheikah tribe and has an astonishingly sharp edge ideal for slicing.,,,,,,,,,
Farming Hoe,BotW_Farming_Hoe_Icon.png?version=8455d536e783d54c7a273802a8589a50 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/4u5Xe_b65tbgNKyZc4aPqA/VUrj5AofsV6wK_MYdx7URDJV2OjXLdZJq7QFNOYZHYIbiSL6Kgml1EkRFBbDdD4FNSYsGaS4lOd0BogZ6Bzzzo84X_y3iKNH50nZZ_XnfLPwc9A6Wnsisu6lUvUblfZ7lowvbZ4QoCdSNGqUXA0aCQxOE5Dbg-WJcbMiJDK10qQ/JxKX7NjuMD1nh9Veoa8fToAA7Gulnq9VT4JVE3SvqVw),Weapon,Improvised,Heavy,No,,6,16,,,,,,,,,"A farming tool primarily used for tilling fields. Its fine craftsmanship is sturdy enough to withstand backbreaking fieldwork, but its battle applications are untested.",,,,,,,,,
Feathered Edge,BotW_Feathered_Edge_Icon.png?version=7a58db03b9480f0e011738c1cbb12880 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/i4CfgzvY35VbH8aK8EeBFA/yOnDRFSkNDxqklk2YA71Sj7-TcPr1c1gX-zBuVbzsNd0LEUI-K_qyCI4DpTI47MQNAYg9FqCjq0L3mgd_Bed-RADGC7QXdKp2keEwbUuhdaJMlGYGOq0kfoVIfTR86pb30hIU8CKOrSjhFnTN_quCnoERAkJMEtRMwwamEnGHg0/cQ4WRAJNGvbH1sP_sYMAFM7hY7f9pQ73hOoytj340jc),Weapon,Sword,Heavy,No,,27,15,,,,,,,,,"Rito craftsmen forged this lightweight, double-edge sword so Rito warriors could soar into battle unhindered by its weight.",,,,,,,,,
Fierce Deity Sword,BotW_Fierce_Deity_Sword_Icon.png?version=36f8d0c662394959b82b9912eb99cad3 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/UD_uXYT3uUDKANHVKrrf3g/YYUHlFrEEsz2Clp1JTB8pxo2RTsi0HKjPwI7MWPN8S6f6eMftSCwdxSk2veYCKzpgcBbuoVGUqTR1I2z2gLcQ77g_nfML7es8GSVxzIsNjC3APHKMpbIujZCM-itPbOLtzgXykegDo-BPz1Ta46DCTubpXV8QA5eLmP469GsEeDjvsQbGWKoENTRt7ACHLAi/MBsTSRwGRTFNdi0SRSHKLJi7auBA1EckPFd6o3IZkAU),Weapon,Sword,Heavy,No,,35,60,,,,,,,,,A peculiar greatsword allegedly used by a hero from a world in which the moon threatened to fall. It slashes wildly in battle as if possessed by a fierce deity.,,,,,,,,,
