Recipe Name,Class,Category,Heart Recovery,Bonus 1,Bonus 2,Buff Effect,Item Description,All Ingredients,Ingredient
Roasted Swift Carrot,Other Recipes,Roasted,0.75,None,None,None,"A fragrant swift carrot that's been lightly roasted. It doesn't have any special effects, but it will restore some health.",Swift Carrot,Swift Carrot
Roasted Tree Nut,Other Recipes,Roasted,0.5,None,None,None,A tree seed roasted to amplify its fragrance. Gives more hearts that the raw variety.,Chickaloo Tree Nut,Chickaloo Tree Nut
Roasted Trout,Other Recipes,Roasted,1.5,None,None,None,"This trout can be found all over Hyrule. Served river-to-table, it's simply cooked for a soft and flaky flesh with a mild flavor.","Voltfin Trout, Chillfin Trout, Sizzlefin Trout, Stealthfin Trout",Voltfin Trout
Roasted Trout,Other Recipes,Roasted,1.5,None,None,None,"This trout can be found all over Hyrule. Served river-to-table, it's simply cooked for a soft and flaky flesh with a mild flavor.","Voltfin Trout, Chillfin Trout, Sizzlefin Trout, Stealthfin Trout", Chillfin Trout
Roasted Trout,Other Recipes,Roasted,1.5,None,None,None,"This trout can be found all over Hyrule. Served river-to-table, it's simply cooked for a soft and flaky flesh with a mild flavor.","Voltfin Trout, Chillfin Trout, Sizzlefin Trout, Stealthfin Trout", Sizzlefin Trout
Roasted Trout,Other Recipes,Roasted,1.5,None,None,None,"This trout can be found all over Hyrule. Served river-to-table, it's simply cooked for a soft and flaky flesh with a mild flavor.","Voltfin Trout, Chillfin Trout, Sizzlefin Trout, Stealthfin Trout", Stealthfin Trout
Roasted Voltfruit,Other Recipes,Roasted,0.75,None,None,None,This voltfruit from the Gerudo Desert has been charred to really bring out its sweet and sour flavors.,Voltfruit,Voltfruit
Roasted Whole Bird,Other Recipes,Roasted,4.5,None,None,None,"This raw whole bird has been tickled by an open flame to bring out its flavor. Less is more, as the lack of additional seasoning allows its natural taste to shine.",Raw Whole Bird,Raw Whole Bird
Roasted Wildberry,Other Recipes,Roasted,0.75,None,None,None,This wildberry was prepared over an open flame to alter its sweet taste. It recovers more health than if eaten raw.,Wildberry,Wildberry
Rock-Hard Food,Other Recipes,Cooked,0.5,None,None,None,"A dish gone awry after adding the wrong ingredient. Chewing your way through this won't be fun, but it will fill you up when you're between a rock and a hard place.",Wood or ore,Wood or ore
Salmon Meuniere,Seafood,Cooked,30,Health,None,None,unknown,unknown,unknown
Salmon Risotto,Seafood,Cooked,30,Health,None,None,The rice used in this rich risotto permeates the light flavor of the salmon.,"Hearty Salmon, Hylian Rice, Goat Butter, Rock Salt",Hearty Salmon
Salmon Risotto,Seafood,Cooked,30,Health,None,None,The rice used in this rich risotto permeates the light flavor of the salmon.,"Hearty Salmon, Hylian Rice, Goat Butter, Rock Salt", Hylian Rice
Salmon Risotto,Seafood,Cooked,30,Health,None,None,The rice used in this rich risotto permeates the light flavor of the salmon.,"Hearty Salmon, Hylian Rice, Goat Butter, Rock Salt", Goat Butter
Salmon Risotto,Seafood,Cooked,30,Health,None,None,The rice used in this rich risotto permeates the light flavor of the salmon.,"Hearty Salmon, Hylian Rice, Goat Butter, Rock Salt", Rock Salt
Salt-Grilled Crab,Seafood,Cooked,2,Stamina,Defense or Attack,None,Nine out of ten fishermen agree: crab is best enjoyed grilled and with just a bit of salt.,"Rock Salt, Ironshell Crab, Razorclaw Crab, Bright-Eyed Crab",Rock Salt
Salt-Grilled Crab,Seafood,Cooked,2,Stamina,Defense or Attack,None,Nine out of ten fishermen agree: crab is best enjoyed grilled and with just a bit of salt.,"Rock Salt, Ironshell Crab, Razorclaw Crab, Bright-Eyed Crab", Ironshell Crab
Salt-Grilled Crab,Seafood,Cooked,2,Stamina,Defense or Attack,None,Nine out of ten fishermen agree: crab is best enjoyed grilled and with just a bit of salt.,"Rock Salt, Ironshell Crab, Razorclaw Crab, Bright-Eyed Crab", Razorclaw Crab
Salt-Grilled Crab,Seafood,Cooked,2,Stamina,Defense or Attack,None,Nine out of ten fishermen agree: crab is best enjoyed grilled and with just a bit of salt.,"Rock Salt, Ironshell Crab, Razorclaw Crab, Bright-Eyed Crab", Bright-Eyed Crab
Salt-Grilled Fish,Seafood,Cooked,2,None,None,None,A simple dish made by rolling a whole fish in natural rock salt before grilling it.,"Rock Salt, Sneaky River Snail, Hearty Blueshell Snail, Hearty Bass, Hyrule Bass, Staminoka Bass, Sanke Carp, Mighty Carp, Armored Carp",Rock Salt
Salt-Grilled Fish,Seafood,Cooked,2,None,None,None,A simple dish made by rolling a whole fish in natural rock salt before grilling it.,"Rock Salt, Sneaky River Snail, Hearty Blueshell Snail, Hearty Bass, Hyrule Bass, Staminoka Bass, Sanke Carp, Mighty Carp, Armored Carp", Sneaky River Snail
Salt-Grilled Fish,Seafood,Cooked,2,None,None,None,A simple dish made by rolling a whole fish in natural rock salt before grilling it.,"Rock Salt, Sneaky River Snail, Hearty Blueshell Snail, Hearty Bass, Hyrule Bass, Staminoka Bass, Sanke Carp, Mighty Carp, Armored Carp", Hearty Blueshell Snail
Salt-Grilled Fish,Seafood,Cooked,2,None,None,None,A simple dish made by rolling a whole fish in natural rock salt before grilling it.,"Rock Salt, Sneaky River Snail, Hearty Blueshell Snail, Hearty Bass, Hyrule Bass, Staminoka Bass, Sanke Carp, Mighty Carp, Armored Carp", Hearty Bass
Salt-Grilled Fish,Seafood,Cooked,2,None,None,None,A simple dish made by rolling a whole fish in natural rock salt before grilling it.,"Rock Salt, Sneaky River Snail, Hearty Blueshell Snail, Hearty Bass, Hyrule Bass, Staminoka Bass, Sanke Carp, Mighty Carp, Armored Carp", Hyrule Bass
Salt-Grilled Fish,Seafood,Cooked,2,None,None,None,A simple dish made by rolling a whole fish in natural rock salt before grilling it.,"Rock Salt, Sneaky River Snail, Hearty Blueshell Snail, Hearty Bass, Hyrule Bass, Staminoka Bass, Sanke Carp, Mighty Carp, Armored Carp", Staminoka Bass
Salt-Grilled Fish,Seafood,Cooked,2,None,None,None,A simple dish made by rolling a whole fish in natural rock salt before grilling it.,"Rock Salt, Sneaky River Snail, Hearty Blueshell Snail, Hearty Bass, Hyrule Bass, Staminoka Bass, Sanke Carp, Mighty Carp, Armored Carp", Sanke Carp
Salt-Grilled Fish,Seafood,Cooked,2,None,None,None,A simple dish made by rolling a whole fish in natural rock salt before grilling it.,"Rock Salt, Sneaky River Snail, Hearty Blueshell Snail, Hearty Bass, Hyrule Bass, Staminoka Bass, Sanke Carp, Mighty Carp, Armored Carp", Mighty Carp
Salt-Grilled Fish,Seafood,Cooked,2,None,None,None,A simple dish made by rolling a whole fish in natural rock salt before grilling it.,"Rock Salt, Sneaky River Snail, Hearty Blueshell Snail, Hearty Bass, Hyrule Bass, Staminoka Bass, Sanke Carp, Mighty Carp, Armored Carp", Armored Carp
Salt-Grilled Gourmet Meat,Other Recipes,Cooked,3,None,None,None,This lavish grilled dish makes liberal use of high-quality cuts of meat.,"Rock Salt, Raw Gourmet Meat",Rock Salt
Salt-Grilled Gourmet Meat,Other Recipes,Cooked,3,None,None,None,This lavish grilled dish makes liberal use of high-quality cuts of meat.,"Rock Salt, Raw Gourmet Meat", Raw Gourmet Meat
Salt-Grilled Greens,Vegetables,Cooked,2,None,None,None,A health-boosting dish made with leafy greens and a touch of salt.,"Rock Salt, Any Vegetable, Any Flower or Herb",Rock Salt
Salt-Grilled Greens,Vegetables,Cooked,2,None,None,None,A health-boosting dish made with leafy greens and a touch of salt.,"Rock Salt, Any Vegetable, Any Flower or Herb", Any Vegetable
Salt-Grilled Greens,Vegetables,Cooked,2,None,None,None,A health-boosting dish made with leafy greens and a touch of salt.,"Rock Salt, Any Vegetable, Any Flower or Herb", Any Flower or Herb
Salt-Grilled Meat,Other Recipes,Cooked,2,None,None,None,"Short on ingredients? Just rub some meat in salt and cook it for a simple, tasty dish.","Rock Salt, Raw Meat, Raw Bird Drumstick",Rock Salt
Salt-Grilled Meat,Other Recipes,Cooked,2,None,None,None,"Short on ingredients? Just rub some meat in salt and cook it for a simple, tasty dish.","Rock Salt, Raw Meat, Raw Bird Drumstick", Raw Meat
Salt-Grilled Meat,Other Recipes,Cooked,2,None,None,None,"Short on ingredients? Just rub some meat in salt and cook it for a simple, tasty dish.","Rock Salt, Raw Meat, Raw Bird Drumstick", Raw Bird Drumstick
Salt-Grilled Mushrooms,Vegetables,Cooked,1,None,None,None,A basic mushroom dish made by lightly salting mushrooms and grilling them.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom",Rushroom
Salt-Grilled Mushrooms,Vegetables,Cooked,1,None,None,None,A basic mushroom dish made by lightly salting mushrooms and grilling them.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Sunshroom
Salt-Grilled Mushrooms,Vegetables,Cooked,1,None,None,None,A basic mushroom dish made by lightly salting mushrooms and grilling them.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Zapshroom
Salt-Grilled Mushrooms,Vegetables,Cooked,1,None,None,None,A basic mushroom dish made by lightly salting mushrooms and grilling them.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Ironshroom
Salt-Grilled Mushrooms,Vegetables,Cooked,1,None,None,None,A basic mushroom dish made by lightly salting mushrooms and grilling them.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Chillshroom
Salt-Grilled Mushrooms,Vegetables,Cooked,1,None,None,None,A basic mushroom dish made by lightly salting mushrooms and grilling them.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Razorshroom
Salt-Grilled Mushrooms,Vegetables,Cooked,1,None,None,None,A basic mushroom dish made by lightly salting mushrooms and grilling them.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Endura Shroom
Salt-Grilled Mushrooms,Vegetables,Cooked,1,None,None,None,A basic mushroom dish made by lightly salting mushrooms and grilling them.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Hylian Shroom
Salt-Grilled Mushrooms,Vegetables,Cooked,1,None,None,None,A basic mushroom dish made by lightly salting mushrooms and grilling them.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Silent Shroom
Salt-Grilled Prime Meat,Meat,Cooked,3,None,None,None,A simple yet exquisite dish made by grilling high-quality meat on top of rock salt.,"Rock Salt, Raw Prime Meat",Rock Salt
Salt-Grilled Prime Meat,Meat,Cooked,3,None,None,None,A simple yet exquisite dish made by grilling high-quality meat on top of rock salt.,"Rock Salt, Raw Prime Meat", Raw Prime Meat
Sautaed Nuts,Other Recipes,Cooked,0.25,None,None,None,These sautéed tree seeds are the perfect snack for the busy adventurer on the go!,"Acorn, Chickaloo Tree Nut",Acorn
Sautaed Nuts,Other Recipes,Cooked,0.25,None,None,None,These sautéed tree seeds are the perfect snack for the busy adventurer on the go!,"Acorn, Chickaloo Tree Nut", Chickaloo Tree Nut
Sautaed Peppers,Vegetables,Cooked,1,None,None,None,Food that keeps you warm,Spicy Pepper,Spicy Pepper
Seafood Curry,Seafood,Cooked,4,Attack,Defense or Full,None,"This dish brims with treasures from the sea. Its spice packs a kick, so it's not for kids.","Goron Spice, Hylian Rice, Hearty Blueshell Snail, Mighty Porgy, Armored Porgy",Goron Spice
Seafood Curry,Seafood,Cooked,4,Attack,Defense or Full,None,"This dish brims with treasures from the sea. Its spice packs a kick, so it's not for kids.","Goron Spice, Hylian Rice, Hearty Blueshell Snail, Mighty Porgy, Armored Porgy", Hylian Rice
Seafood Curry,Seafood,Cooked,4,Attack,Defense or Full,None,"This dish brims with treasures from the sea. Its spice packs a kick, so it's not for kids.","Goron Spice, Hylian Rice, Hearty Blueshell Snail, Mighty Porgy, Armored Porgy", Hearty Blueshell Snail
Seafood Curry,Seafood,Cooked,4,Attack,Defense or Full,None,"This dish brims with treasures from the sea. Its spice packs a kick, so it's not for kids.","Goron Spice, Hylian Rice, Hearty Blueshell Snail, Mighty Porgy, Armored Porgy", Mighty Porgy
Seafood Curry,Seafood,Cooked,4,Attack,Defense or Full,None,"This dish brims with treasures from the sea. Its spice packs a kick, so it's not for kids.","Goron Spice, Hylian Rice, Hearty Blueshell Snail, Mighty Porgy, Armored Porgy", Armored Porgy
Seafood Fried Rice,Seafood,Cooked,4,Attack,Defense or Full,None,"Various seafood has been sautéed with rice. The stronger the flame, the tastier the dish!","Hylian Rice, Rock Salt, Hearty Blueshell Snail, Mighty Porgy, Armored Porgy",Hylian Rice
Seafood Fried Rice,Seafood,Cooked,4,Attack,Defense or Full,None,"Various seafood has been sautéed with rice. The stronger the flame, the tastier the dish!","Hylian Rice, Rock Salt, Hearty Blueshell Snail, Mighty Porgy, Armored Porgy", Rock Salt
Seafood Fried Rice,Seafood,Cooked,4,Attack,Defense or Full,None,"Various seafood has been sautéed with rice. The stronger the flame, the tastier the dish!","Hylian Rice, Rock Salt, Hearty Blueshell Snail, Mighty Porgy, Armored Porgy", Hearty Blueshell Snail
Seafood Fried Rice,Seafood,Cooked,4,Attack,Defense or Full,None,"Various seafood has been sautéed with rice. The stronger the flame, the tastier the dish!","Hylian Rice, Rock Salt, Hearty Blueshell Snail, Mighty Porgy, Armored Porgy", Mighty Porgy
Seafood Fried Rice,Seafood,Cooked,4,Attack,Defense or Full,None,"Various seafood has been sautéed with rice. The stronger the flame, the tastier the dish!","Hylian Rice, Rock Salt, Hearty Blueshell Snail, Mighty Porgy, Armored Porgy", Armored Porgy
Seafood Meunière,Seafood,Cooked,4,None,None,None,Rich butter flanks fresh seafood. The secret ingredient is lots and lots of love.,"Any Seafood (except Porgy or Salmon), Tabantha Wheat, Goat Butter",Any Seafood (except Porgy or Salmon)
Seafood Meunière,Seafood,Cooked,4,None,None,None,Rich butter flanks fresh seafood. The secret ingredient is lots and lots of love.,"Any Seafood (except Porgy or Salmon), Tabantha Wheat, Goat Butter", Tabantha Wheat
Seafood Meunière,Seafood,Cooked,4,None,None,None,Rich butter flanks fresh seafood. The secret ingredient is lots and lots of love.,"Any Seafood (except Porgy or Salmon), Tabantha Wheat, Goat Butter", Goat Butter
Seafood Paella,Seafood,Cooked,12,None,None,None,No fisherman's birthday bash would be complete without this top-shelf seafood dish.,"Hearty Blueshell Snail, Hylian Rice, Mighty Porgy, Armored Porgy",Hearty Blueshell Snail
Seafood Paella,Seafood,Cooked,12,None,None,None,No fisherman's birthday bash would be complete without this top-shelf seafood dish.,"Hearty Blueshell Snail, Hylian Rice, Mighty Porgy, Armored Porgy", Hylian Rice
Seafood Paella,Seafood,Cooked,12,None,None,None,No fisherman's birthday bash would be complete without this top-shelf seafood dish.,"Hearty Blueshell Snail, Hylian Rice, Mighty Porgy, Armored Porgy", Mighty Porgy
Seafood Paella,Seafood,Cooked,12,None,None,None,No fisherman's birthday bash would be complete without this top-shelf seafood dish.,"Hearty Blueshell Snail, Hylian Rice, Mighty Porgy, Armored Porgy", Armored Porgy
Seafood Rice Balls,Seafood,Cooked,4,None,None,None,"Stuffed with aromatic seafood, the flavor can vary by ingredients but never disappoints.","Hylian Rice, Any Seafood",Hylian Rice
Seafood Rice Balls,Seafood,Cooked,4,None,None,None,"Stuffed with aromatic seafood, the flavor can vary by ingredients but never disappoints.","Hylian Rice, Any Seafood", Any Seafood
Seafood Skewer,Seafood,Cooked,2,Depends,None,None,The natural water in this medley of seafaring creatures makes for a delicious broth.,"Ironshell Crab, Razorclaw Crab, Bright-Eyed Crab, Sneaky River Snail, Hearty Blueshell Snail",Ironshell Crab
Seafood Skewer,Seafood,Cooked,2,Depends,None,None,The natural water in this medley of seafaring creatures makes for a delicious broth.,"Ironshell Crab, Razorclaw Crab, Bright-Eyed Crab, Sneaky River Snail, Hearty Blueshell Snail", Razorclaw Crab
Seafood Skewer,Seafood,Cooked,2,Depends,None,None,The natural water in this medley of seafaring creatures makes for a delicious broth.,"Ironshell Crab, Razorclaw Crab, Bright-Eyed Crab, Sneaky River Snail, Hearty Blueshell Snail", Bright-Eyed Crab
Seafood Skewer,Seafood,Cooked,2,Depends,None,None,The natural water in this medley of seafaring creatures makes for a delicious broth.,"Ironshell Crab, Razorclaw Crab, Bright-Eyed Crab, Sneaky River Snail, Hearty Blueshell Snail", Sneaky River Snail
Seafood Skewer,Seafood,Cooked,2,Depends,None,None,The natural water in this medley of seafaring creatures makes for a delicious broth.,"Ironshell Crab, Razorclaw Crab, Bright-Eyed Crab, Sneaky River Snail, Hearty Blueshell Snail", Hearty Blueshell Snail
Seared Gourmet Steak,Other Recipes,Roasted,4.5,None,None,None,"The highest quality raw gourmet meat, just kissed by an open flame. No additional seasonings have been added, which lets the natural flavor of the meat really shine.",Raw Gourmet Meat,Raw Gourmet Meat
Seared Prime Steak,Other Recipes,Roasted,2.25,None,None,None,"Raw prime meat cooked over an open flame. The outside is perfectly browned, while the inside is mouthwateringly juicy.",Raw Prime Meat,Raw Prime Meat
Seared Steak,Other Recipes,Roasted,1.5,None,None,None,Raw meat cooked over an open flame. Cooking it has increased its flavor and the number of hearts it provides.,Raw Meat,Raw Meat
Simmered Fruit,Other Recipes,Cooked,1,None,None,None,This sweet dish is made by heaping tasty fruits into a pan and simmering until tender.,"Apple, Fleet-Lotus Seeds, Hearty Durian, Hydromelon, Mighty Bananas, Palm Fruit, Spicy Pepper, Voltfruit, Wildberry",Apple
Simmered Fruit,Other Recipes,Cooked,1,None,None,None,This sweet dish is made by heaping tasty fruits into a pan and simmering until tender.,"Apple, Fleet-Lotus Seeds, Hearty Durian, Hydromelon, Mighty Bananas, Palm Fruit, Spicy Pepper, Voltfruit, Wildberry", Fleet-Lotus Seeds
Simmered Fruit,Other Recipes,Cooked,1,None,None,None,This sweet dish is made by heaping tasty fruits into a pan and simmering until tender.,"Apple, Fleet-Lotus Seeds, Hearty Durian, Hydromelon, Mighty Bananas, Palm Fruit, Spicy Pepper, Voltfruit, Wildberry", Hearty Durian
Simmered Fruit,Other Recipes,Cooked,1,None,None,None,This sweet dish is made by heaping tasty fruits into a pan and simmering until tender.,"Apple, Fleet-Lotus Seeds, Hearty Durian, Hydromelon, Mighty Bananas, Palm Fruit, Spicy Pepper, Voltfruit, Wildberry", Hydromelon
Simmered Fruit,Other Recipes,Cooked,1,None,None,None,This sweet dish is made by heaping tasty fruits into a pan and simmering until tender.,"Apple, Fleet-Lotus Seeds, Hearty Durian, Hydromelon, Mighty Bananas, Palm Fruit, Spicy Pepper, Voltfruit, Wildberry", Mighty Bananas
Simmered Fruit,Other Recipes,Cooked,1,None,None,None,This sweet dish is made by heaping tasty fruits into a pan and simmering until tender.,"Apple, Fleet-Lotus Seeds, Hearty Durian, Hydromelon, Mighty Bananas, Palm Fruit, Spicy Pepper, Voltfruit, Wildberry", Palm Fruit
Simmered Fruit,Other Recipes,Cooked,1,None,None,None,This sweet dish is made by heaping tasty fruits into a pan and simmering until tender.,"Apple, Fleet-Lotus Seeds, Hearty Durian, Hydromelon, Mighty Bananas, Palm Fruit, Spicy Pepper, Voltfruit, Wildberry", Spicy Pepper
Simmered Fruit,Other Recipes,Cooked,1,None,None,None,This sweet dish is made by heaping tasty fruits into a pan and simmering until tender.,"Apple, Fleet-Lotus Seeds, Hearty Durian, Hydromelon, Mighty Bananas, Palm Fruit, Spicy Pepper, Voltfruit, Wildberry", Voltfruit
Simmered Fruit,Other Recipes,Cooked,1,None,None,None,This sweet dish is made by heaping tasty fruits into a pan and simmering until tender.,"Apple, Fleet-Lotus Seeds, Hearty Durian, Hydromelon, Mighty Bananas, Palm Fruit, Spicy Pepper, Voltfruit, Wildberry", Wildberry
Sneaky Elixir,Other Recipes,Elixir,0,Stealth,None,Sneaky,"Grants a X-level stealth effect, which calms the nerves and silences footfalls. Allows you to move about undetected by monsters and animals.",Sunset Firefly,Sunset Firefly
Sneaky River Escargot,Other Recipes,Roasted,1.5,None,None,None,Sneaky river snail roasted whole in its shell. The meat is soft and a little chewy. Pulling all the meat from the shell in one go fills you with a sense of accomplishment.,Sneaky River Snail,Sneaky River Snail
Spiced Meat Skewer,Meat,Cooked,2,None,None,None,"A special Goron spice covers up the scent of the meat, allowing its flavor to shine.","Goron Spice, Raw Meat",Goron Spice
Spiced Meat Skewer,Meat,Cooked,2,None,None,None,"A special Goron spice covers up the scent of the meat, allowing its flavor to shine.","Goron Spice, Raw Meat", Raw Meat
Spicy Elixir,Other Recipes,Elixir,0,Cold Resistance,None,Spicy,"Warms your body from its core, increasing your resistance to cold environments. Very useful in the snow-covered mountains.","Summerwing Butterfly, Warm Darner",Summerwing Butterfly
Spicy Elixir,Other Recipes,Elixir,0,Cold Resistance,None,Spicy,"Warms your body from its core, increasing your resistance to cold environments. Very useful in the snow-covered mountains.","Summerwing Butterfly, Warm Darner", Warm Darner
Spicy Pepper Steak,Other Recipes,Cooked,0.5,Cold Resistance,None,None,"A dish made by cooking meat in crushed peppers, suppressing the gamy taste while accentuating its flavor.","Spicy Pepper, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird",Spicy Pepper
Spicy Pepper Steak,Other Recipes,Cooked,0.5,Cold Resistance,None,None,"A dish made by cooking meat in crushed peppers, suppressing the gamy taste while accentuating its flavor.","Spicy Pepper, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Bird Thigh
Spicy Pepper Steak,Other Recipes,Cooked,0.5,Cold Resistance,None,None,"A dish made by cooking meat in crushed peppers, suppressing the gamy taste while accentuating its flavor.","Spicy Pepper, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Bird Drumstick
Spicy Pepper Steak,Other Recipes,Cooked,0.5,Cold Resistance,None,None,"A dish made by cooking meat in crushed peppers, suppressing the gamy taste while accentuating its flavor.","Spicy Pepper, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Gourmet Meat
Spicy Pepper Steak,Other Recipes,Cooked,0.5,Cold Resistance,None,None,"A dish made by cooking meat in crushed peppers, suppressing the gamy taste while accentuating its flavor.","Spicy Pepper, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Meat
Spicy Pepper Steak,Other Recipes,Cooked,0.5,Cold Resistance,None,None,"A dish made by cooking meat in crushed peppers, suppressing the gamy taste while accentuating its flavor.","Spicy Pepper, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Prime Meat
Spicy Pepper Steak,Other Recipes,Cooked,0.5,Cold Resistance,None,None,"A dish made by cooking meat in crushed peppers, suppressing the gamy taste while accentuating its flavor.","Spicy Pepper, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird", Raw Whole Bird
Spicy Sautaed Peppers,Other Recipes,Cooked,1.5,Cold Resistance,None,None,The spiciness of these sautéed peppers has been broken by the heat for a sweeter taste.,Spicy Pepper,Spicy Pepper
Steamed Fish,Seafood,Cooked,4,None,None,None,A refined dish made by wrapping a fresh fish in fragrant wild greens and cooking it.,"Any Vegetable, Any Flower or Herb, Any Seafood",Any Vegetable
Steamed Fish,Seafood,Cooked,4,None,None,None,A refined dish made by wrapping a fresh fish in fragrant wild greens and cooking it.,"Any Vegetable, Any Flower or Herb, Any Seafood", Any Flower or Herb
Steamed Fish,Seafood,Cooked,4,None,None,None,A refined dish made by wrapping a fresh fish in fragrant wild greens and cooking it.,"Any Vegetable, Any Flower or Herb, Any Seafood", Any Seafood
Steamed Fruit,Other Recipes,Cooked,3,None,None,None,A regional dish made by steaming near-ripened fruits in the leaves of fragrant plants.,"Any Fruit, Any Vegetable, Any Flower or Herb",Any Fruit
Steamed Fruit,Other Recipes,Cooked,3,None,None,None,A regional dish made by steaming near-ripened fruits in the leaves of fragrant plants.,"Any Fruit, Any Vegetable, Any Flower or Herb", Any Vegetable
Steamed Fruit,Other Recipes,Cooked,3,None,None,None,A regional dish made by steaming near-ripened fruits in the leaves of fragrant plants.,"Any Fruit, Any Vegetable, Any Flower or Herb", Any Flower or Herb
Steamed Meat,Meat,Cooked,4,None,None,None,This meat dish has been wrapped in fragrant leaves and steamed to preserve its moisture.,"Any Meat, Any Flower or Herb, Any Vegetable (except Pumpkin)",Any Meat
Steamed Meat,Meat,Cooked,4,None,None,None,This meat dish has been wrapped in fragrant leaves and steamed to preserve its moisture.,"Any Meat, Any Flower or Herb, Any Vegetable (except Pumpkin)", Any Flower or Herb
Steamed Meat,Meat,Cooked,4,None,None,None,This meat dish has been wrapped in fragrant leaves and steamed to preserve its moisture.,"Any Meat, Any Flower or Herb, Any Vegetable (except Pumpkin)", Any Vegetable (except Pumpkin)
Steamed Mushrooms,Vegetables,Cooked,3,None,None,None,A healthy vegetable dish achieved by steaming mushrooms in plant leaves.,"Any Mushroom, Any Vegetable, Any Flower or Herb",Any Mushroom
Steamed Mushrooms,Vegetables,Cooked,3,None,None,None,A healthy vegetable dish achieved by steaming mushrooms in plant leaves.,"Any Mushroom, Any Vegetable, Any Flower or Herb", Any Vegetable
Steamed Mushrooms,Vegetables,Cooked,3,None,None,None,A healthy vegetable dish achieved by steaming mushrooms in plant leaves.,"Any Mushroom, Any Vegetable, Any Flower or Herb", Any Flower or Herb
Toasted Big Hearty Truffle,Other Recipes,Roasted,4.5,Health,None,None,This big hearty truffle has been roasted whole. It gets full points for aroma and nutrition. Eat it to recover a lot of hearts.,Big Hearty Truffle,Big Hearty Truffle
Toasted Hearty Truffle,Other Recipes,Roasted,3,Health,None,None,"A hearty truffle with a toasted, crispy outside and warm, gooey inside.",Hearty Truffle,Hearty Truffle
Toasty Chillshroom,Other Recipes,Roasted,0.75,Health,None,None,A fully roasted chillshroom. It's evenly toasted and tastes a low better than when eaten raw. Eating it will restore a bit of health.,Chillshroom,Chillshroom
Toasty Endura Shroom,Other Recipes,Roasted,1.5,Health,None,None,"A toasted endura shroom. It doesn't grant any special effects, but boy is it tasty!",Endura Shroom,Endura Shroom
Toasty Hylian Shroom,Other Recipes,Roasted,1.5,Health,None,None,"A Hylian Shroom toasted to perfection. The taste and fragrance are amplified, restoring more health to its consumer.",Hylian Shroom,Hylian Shroom
Toasty Ironshroom,Other Recipes,Roasted,0.75,Health,None,None,An ironshroom exposed to an open flame. Its once-tough exterior is now crunchy and tasty. Restores a bit of health.,Ironshroom,Ironshroom
Toasty Razorshroom,Other Recipes,Roasted,0.75,Health,None,None,A razorshroom that's been exposed to direct heat. Its sharp exterior has softened considerably. Restores a bit of health.,Razorshroom,Razorshroom
Toasty Rushroom,Other Recipes,Roasted,0.75,Health,None,None,"A rushroom that's been put to the torch. It may have lost its speedy properties, but at least it tastes good now.",Rushroom,Rushroom
Toasty Silent Shroom,Other Recipes,Roasted,0.75,Health,None,None,"A whole, toasted silent shroom. High heat may have destroyed its soft glow, but it's now fragrant and taasty.",Silent Shroom,Silent Shroom
Toasty Stamella Shroom,Other Recipes,Roasted,1.5,Health,None,None,"This toasted Stamella Shroom doesn't grant any special effects, but it will restore one and a half hearts.",Stamella Shroom,Stamella Shroom
